2.2973578	2.361402	-2.6124876	-3.1372418	0.5723588	2.2063885	3.3149462	-2.665898
2.7597196	2.8789096	-2.8359678	-4.087816	2.2774277	3.168629	4.0951467	-3.1711173
0.37782538	0.35337588	-0.41846544	-0.5634069	0.00875757	0.28468937	0.5609229	-0.39074075
-0.049307685	-0.06864429	0.0021006437	0.016659979	-0.34396783	-0.17715552	-0.022226907	0.051695056
-0.3361468	-0.27992603	0.25661168	0.4279071	-0.43562296	-0.3169943	-0.37674344	0.18354517
-2.4889898	-2.5403924	2.6595948	3.3771255	-0.3964887	-2.515803	-3.5520291	1.1220565
-2.474088	-2.6252484	2.6733835	3.3930013	-0.40546116	-2.465191	-3.5664356	1.1301963
-2.4867973	-2.5591054	2.7099266	3.3810375	-0.44523576	-2.5282302	-3.5513136	1.1468774
1.47052	1.586934	-1.5722123	-2.3034382	1.1318622	1.6573083	2.1982102	-1.7247168
1.079153	1.1451278	-1.1982505	-1.6311611	0.71501136	1.1932901	1.6508214	-1.2145665
-3.529649	-3.7461896	3.6352534	5.1233115	-2.4976392	-3.8786395	-5.2038393	3.299207
0.21516356	0.19527772	-0.1705151	-0.3261744	0.0010736419	0.20392598	0.30149332	-0.28115523
-1.9911416	-2.094353	2.1375744	2.8462222	-1.2885126	-2.1998255	-2.9360871	1.766248
-0.4729308	-0.54966825	0.4296052	0.7664748	-0.62103176	-0.60048926	-0.75223	0.5204933
2.010279	2.1038945	-2.1061616	-3.073707	1.866543	2.3692298	2.9668722	-2.2846837
-1.8040947	-1.8057903	1.9888692	2.3158612	-0.00033176813	-1.7214704	-2.5363414	0.5354365
-1.8245021	-1.8383808	1.9430679	2.281642	-0.0034454046	-1.6970172	-2.4780881	0.5423461
0.21969664	0.2621805	-0.27666923	-0.31283444	0.011069308	0.19894208	0.32693177	-0.20087257
-0.65070367	-0.72802866	0.65061545	1.0194097	-0.67961425	-0.7459225	-0.9471731	0.7295629
-0.71571594	-0.74984294	0.6847207	1.0567267	-0.66676754	-0.84479994	-1.0503373	0.7203304
-2.1940768	-2.3854213	2.2633688	3.2922115	-1.6573187	-2.4850357	-3.2836938	2.0939474
2.7019095	2.7903001	-2.7939548	-4.0196323	2.4696267	3.106268	3.9982228	-3.213813
-0.9361674	-0.9982617	0.9127545	1.3845475	-0.9725	-1.1623574	-1.4119716	0.9797193
-2.725998	-2.8674724	2.8141086	3.9681082	-2.008786	-2.9989555	-4.0783553	2.6330526
-1.7072992	-1.6479887	1.8757653	2.1073751	0.108514145	-1.511094	-2.2721987	0.34194914
-1.695802	-1.6906557	1.7951026	2.1176515	0.08466987	-1.5125949	-2.2071187	0.41239843
1.8904388	1.9203008	-1.9184928	-2.8365026	1.5964909	2.1029863	2.7631981	-2.2053227
-0.36608472	-0.41154078	0.35401642	0.6057435	-0.40988088	-0.4416894	-0.560099	0.39102256
-0.494937	-0.52163035	0.4352282	0.65958184	-0.4887459	-0.54002804	-0.68084675	0.45715097
-1.6105486	-1.7055577	1.6583289	2.3138285	-1.3443409	-1.8004631	-2.3335626	1.5872262
-0.5987354	-0.6829574	0.6784601	0.96254754	-0.702425	-0.7707961	-0.9850278	0.71333003
0.7552564	0.7298662	-0.7319626	-1.1032406	0.42210254	0.84762156	1.080917	-0.8443844
-0.5309274	-0.47123393	0.5018938	0.7709177	-0.5626581	-0.5957674	-0.6644092	0.54147416
-1.3454202	-1.350441	1.3429679	1.9390557	-1.182816	-1.5203198	-1.8440304	1.3742198
1.1197178	1.1854835	-1.199442	-1.7920077	0.9319991	1.2435757	1.7838684	-1.3994582
-1.5816985	-1.6927688	1.6358966	2.1324074	-0.7281759	-1.7305992	-2.3560421	1.3116814
0.38994926	0.40814433	-0.44086522	-0.6101821	0.15581423	0.41664654	0.652299	-0.46413735
-1.2384107	-1.2631918	1.2543906	1.8461832	-1.1477593	-1.449124	-1.8161397	1.2295341
0.13061735	0.10382291	-0.17016728	-0.16654278	-0.015731834	0.13691129	0.1956241	-0.23878989
-0.9192462	-0.88534987	0.8352914	1.3348262	-0.8915224	-1.0484662	-1.2679442	0.9431381
-0.499053	-0.4623149	0.43093103	0.7038579	-0.58317524	-0.5487966	-0.624829	0.4379918
0.1344382	0.10556338	-0.17682746	-0.24778312	-0.008911911	0.17765263	0.17990355	-0.13349377
-0.96745276	-0.95971733	0.98534036	1.439626	-0.92467725	-1.1386507	-1.3739349	0.9793583
-0.5620184	-0.6418861	0.6114949	0.8569633	-0.5490322	-0.62100816	-0.7973806	0.5838033
0.035894625	0.04781797	-0.07466507	-0.06432323	-0.14119487	-0.03706988	0.07669579	-0.09981678
-1.9668773	-2.0274017	2.0156724	2.8377209	-1.1470274	-2.1987257	-2.883159	1.6945329
-1.9104041	-2.0540073	2.086647	2.894734	-1.1488634	-2.190442	-2.9136784	1.705384
